# emapper version: emapper-1.0.3 emapper DB: 4.5.1
# command: ./emapper.py  -i ../Mcavernosa.proteins.fasta --output Mcavernosa_euk -d euk --usemem --cpu 60
# time: Tue Jul 10 03:58:24 2018
#query_name	eggNOG annot
Mcavernosa19003	member RAS oncogene family
Mcavernosa19011	Mutated in colorectal cancers
Mcavernosa19007	IQ motif containing E
Mcavernosa19013	Diphosphoinositol pentakisphosphate kinase
Mcavernosa19020	Bifunctional enzyme. Involved in de novo dTMP biosynthesis. Key enzyme in folate metabolism (By similarity)
Mcavernosa19017	Guanidinoacetate N-methyltransferase
Mcavernosa19018	ubiquitin carboxyl-terminal hydrolase
Mcavernosa19014	Diphosphoinositol pentakisphosphate kinase
Mcavernosa19022	peroxisomal biogenesis factor 11
Mcavernosa19025	Inherit from KOG: PTK7 protein tyrosine kinase 7
Mcavernosa19015	Diphosphoinositol pentakisphosphate kinase
Mcavernosa19030	eph receptor
Mcavernosa19028	FA58C
Mcavernosa19027	FA58C
Mcavernosa19032	receptor
Mcavernosa19029	eph receptor
Mcavernosa19038	smg-8 homolog, nonsense mediated mRNA decay factor (C. elegans)
Mcavernosa19039	kelch-like
Mcavernosa19037	Prohibitin 2
Mcavernosa19042	Endothelin converting enzyme
Mcavernosa19051	RING finger protein
Mcavernosa19050	CDK5 regulatory subunit associated protein 1-like 1
Mcavernosa19047	CDK5 regulatory subunit associated protein 1-like 1
Mcavernosa19054	NA
Mcavernosa19056	tyrosine kinase, non-receptor
Mcavernosa19055	FA58C
Mcavernosa19059	NA
Mcavernosa19060	Inherit from COG: Retrotransposon protein
Mcavernosa19058	Zinc finger protein 862
Mcavernosa19070	NA
Mcavernosa19068	STYKc
Mcavernosa19065	Transposase family tnp2
Mcavernosa19066	NA
Mcavernosa19072	NA
Mcavernosa19071	Zinc finger protein
Mcavernosa19090	NA
Mcavernosa19083	poly(A) binding protein, cytoplasmic
Mcavernosa19101	Structural maintenance of chromosomes
Mcavernosa19094	F5/8 type C domain
Mcavernosa19100	ankyrin repeat domain 27 (VPS9 domain)
Mcavernosa19102	NA
Mcavernosa19098	Leucine-rich repeat kinase
Mcavernosa19092	NA
Mcavernosa19105	ubiquinone biosynthesis protein Coq7
Mcavernosa19110	zinc finger protein 207
Mcavernosa19111	nitrogen permease regulator-like 3 (S. cerevisiae)
Mcavernosa19103	Gamma-glutamyl hydrolase
Mcavernosa19109	NA
Mcavernosa19118	Thrombospondin type 1 domain
Mcavernosa19120	Thrombospondin type 1 domain
Mcavernosa19117	Thrombospondin type 1 domain
Mcavernosa19121	Thrombospondin type 1 domain
Mcavernosa19124	hyaluronoglucosaminidase
Mcavernosa19130	Phosphatidylinositol glycan anchor biosynthesis, class Z
Mcavernosa19128	Granulin
Mcavernosa19136	Spastic ataxia of Charlevoix-Saguenay (Sacsin)
Mcavernosa19133	Pituitary tumor-transforming 1 interacting protein
Mcavernosa19132	chromosome 7 open reading frame 72
Mcavernosa19138	Zona pellucida-like domain
Mcavernosa19134	Spastic ataxia of Charlevoix-Saguenay (Sacsin)
Mcavernosa19137	NA
Mcavernosa06192	ABC-2 type transporter
Mcavernosa06188	BEN domain containing 3
Mcavernosa06198	nad kinase
Mcavernosa06197	RNA binding protein
Mcavernosa06196	7 transmembrane receptor (rhodopsin family)
Mcavernosa06200	CAS1 domain containing 1
Mcavernosa06203	ABC-2 type transporter
Mcavernosa06209	chymotrypsin-like elastase family member
Mcavernosa06206	chymotrypsin-like elastase family member
Mcavernosa06208	Protease, serine
Mcavernosa06205	Kinesin light chain
Mcavernosa06213	Ammonium transporter
Mcavernosa06211	Ammonium transporter
Mcavernosa06218	Ligand for members of the frizzled family of seven transmembrane receptors (By similarity)
Mcavernosa06217	Cell death-inducing DFFA-like effector A
Mcavernosa06219	mannan-binding lectin serine peptidase 1 (C4 C2 activating component of Ra-reactive factor)
Mcavernosa06214	Ammonium transporter
Mcavernosa06210	Ammonium transporter
Mcavernosa06215	Ammonium transporter
Mcavernosa06223	pyroglutamylated RFamide peptide receptor
Mcavernosa06227	Conserved hypothetical protein
Mcavernosa06221	CUB domain
Mcavernosa06222	DNA fragmentation factor, 40kDa, beta polypeptide (caspase-activated DNase)
Mcavernosa06233	fibronectin type III and ankyrin repeat domains 1
Mcavernosa06245	receptor
Mcavernosa06235	Transmembrane protease serine 6
Mcavernosa06236	ATP-binding cassette, sub-family C (CFTR MRP), member
Mcavernosa06239	ATP-binding cassette, sub-family C (CFTR MRP), member
Mcavernosa06244	ATP-binding cassette, sub-family C (CFTR MRP), member
Mcavernosa06242	ATP-binding cassette, sub-family C (CFTR MRP), member
Mcavernosa06240	ATP-binding cassette, sub-family C (CFTR MRP), member
Mcavernosa06250	ubiquitin protein ligase E3 component n-recognin 7
Mcavernosa06248	ubiquitin protein ligase E3 component n-recognin 7
Mcavernosa06252	NA
Mcavernosa06260	protein phosphatase, Mg2 Mn2 dependent
Mcavernosa06258	Male germ cell-associated kinase
Mcavernosa06254	The proteasome is a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg, Phe, Tyr, Leu, and Glu adjacent to the leaving group at neutral or slightly basic pH. The proteasome has an ATP-dependent proteolytic activity (By similarity)
Mcavernosa06255	Component of oligomeric Golgi complex 2
Mcavernosa06251	thyroid adenoma associated
Mcavernosa06261	PKS_AT
Mcavernosa06270	ddb1 and cul4 associated factor 5
Mcavernosa06265	Glyoxalase I
Mcavernosa06267	ddb1 and cul4 associated factor 5
Mcavernosa06266	solute carrier family 30 (zinc transporter), member
Mcavernosa06285	protein 1 (negative cofactor 2 alpha)
Mcavernosa06282	Vasohibin
Mcavernosa06281	thyroid hormone receptor interactor 11
Mcavernosa06273	Coiled-coil domain containing 61
Mcavernosa06294	Nucleoporin 133kDa
Mcavernosa06286	dimethylarginine dimethylaminohydrolase 2
Mcavernosa06293	fermitin family member
Mcavernosa06290	(actinin), alpha
Mcavernosa06288	dna polymerase alpha
Mcavernosa06283	glutamine rich 2
Mcavernosa06300	synaptotagmin
Mcavernosa06296	Nucleoporin 133kDa
Mcavernosa06299	Nucleoporin 133kDa
Mcavernosa06309	Reverse transcriptase (RNA-dependent DNA polymerase)
Mcavernosa06319	Reverse transcriptase (RNA-dependent DNA polymerase)
Mcavernosa06316	thyroid adenoma associated
Mcavernosa06317	thyroid adenoma associated
Mcavernosa06318	thyroid adenoma associated
Mcavernosa06340	DNA helicase
Mcavernosa06335	Inherit from KOG: transposon protein
Mcavernosa06341	protein arginine methyltransferase 2
Mcavernosa06350	Calsequestrin is a high-capacity, moderate affinity, calcium-binding protein and thus acts as an internal calcium store in muscle. The release of calcium bound to calsequestrin through a calcium release channel triggers muscle contraction (By similarity)
Mcavernosa06349	rho GTPase activating protein
Mcavernosa06351	Porphobilinogen deaminase
Mcavernosa06357	DOMON domain
Mcavernosa06354	Transmembrane protein 147
Mcavernosa06356	Transmembrane protein 147
Mcavernosa06358	NA
Mcavernosa06355	Porphobilinogen deaminase
Mcavernosa06360	Dual serine threonine and tyrosine protein kinase
Mcavernosa06353	cell division cycle associated 8
Mcavernosa06361	Dual serine threonine and tyrosine protein kinase
Mcavernosa06362	Dual serine threonine and tyrosine protein kinase
Mcavernosa06369	BCL6 corepressor
Mcavernosa06364	Dual serine threonine and tyrosine protein kinase
Mcavernosa06366	Dual serine threonine and tyrosine protein kinase
Mcavernosa06368	ATPase, H transporting, lysosomal accessory protein 2
Mcavernosa06372	Immunoglobulin domain
Mcavernosa06375	Immunoglobulin domain
Mcavernosa06388	Calpain-like cysteine peptidase
Mcavernosa06384	NA
Mcavernosa06386	Calpain-like cysteine peptidase
Mcavernosa06390	Inherit from KOG: leucine rich repeat containing
Mcavernosa06391	Leucine rich repeat containing 42
Mcavernosa06395	carbohydrate (N-acetylglucosamine 6-O) sulfotransferase
Mcavernosa06389	cytochrome P450
Mcavernosa06393	GLIS family zinc finger
Mcavernosa06401	Superkiller viralicidic activity 2-like
Mcavernosa06405	regulatory factor X
Mcavernosa06398	Superkiller viralicidic activity 2-like
Mcavernosa06414	DEAD (Asp-Glu-Ala-Asp) box polypeptide 41
Mcavernosa06419	ER membrane protein complex subunit 1
Mcavernosa06415	creatine kinase
Mcavernosa06412	leucine rich repeat containing
Mcavernosa06418	Transmembrane protein 48
Mcavernosa06411	leucine rich repeat containing
Mcavernosa06417	Transmembrane protein 48
Mcavernosa06416	creatine kinase
Mcavernosa06425	potassium channel tetramerisation domain containing
Mcavernosa06423	Hook homolog
Mcavernosa06435	WD repeat domain 83 opposite strand
Mcavernosa06433	ubiquitin protein ligase
Mcavernosa06437	von Willebrand factor type A domain
Mcavernosa06430	NA
Mcavernosa06434	Avidin family
Mcavernosa06438	homolog (mouse)
Mcavernosa06445	sugar transporter
Mcavernosa06444	NA
Mcavernosa06447	Hydra magnipapillata
Mcavernosa06442	Hydra magnipapillata
Mcavernosa06450	Hydra magnipapillata
Mcavernosa06448	Hydra magnipapillata
Mcavernosa06454	major facilitator superfamily domain containing 12
Mcavernosa06456	major facilitator superfamily domain containing 12
Mcavernosa06453	Tubulin tyrosine ligase-like family, member
Mcavernosa06451	ubiquitin-conjugating enzyme
Mcavernosa06452	Conserved hypothetical protein
Mcavernosa06463	The proteasome is a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg, Phe, Tyr, Leu, and Glu adjacent to the leaving group at neutral or slightly basic pH. The proteasome has an ATP-dependent proteolytic activity (By similarity)
Mcavernosa06457	dehydratase
Mcavernosa06458	MAC/Perforin domain
Mcavernosa06465	MAC/Perforin domain
Mcavernosa06467	MAC/Perforin domain
Mcavernosa06464	Coiled-coil domain containing 115
Mcavernosa06469	zinc finger RNA binding protein
Mcavernosa06459	Elongation factor
Mcavernosa06468	MAC/Perforin domain
Mcavernosa06460	Elongation factor
Mcavernosa06466	MAC/Perforin domain
Mcavernosa06475	60S ribosomal protein l36
Mcavernosa06473	Asparaginyl-tRNA synthetase
Mcavernosa06471	Ras-like without CAAX
Mcavernosa06474	Phosphoacetylglucosamine mutase
Mcavernosa06470	RERG Ras-like
Mcavernosa06480	Family with sequence similarity 172, member A
Mcavernosa06476	protein tyrosine phosphatase, non-receptor type 9
Mcavernosa06482	bcl2-like 1
Mcavernosa06481	solute carrier family 39 (zinc transporter), member 3
Mcavernosa06479	Mediator complex subunit 20
Mcavernosa06483	UDP-GlcNAc beta-Gal beta-1,3-N-acetylglucosaminyltransferase
Mcavernosa06484	ribosomal protein L24
Mcavernosa06485	pogo transposable element with KRAB domain
Mcavernosa06488	NA
Mcavernosa06487	NA
Mcavernosa06494	NFU1 iron-sulfur cluster scaffold homolog
Mcavernosa06492	chromosome 4 open reading frame 22
Mcavernosa06489	HSPB (Heat shock 27kDa) associated protein 1
Mcavernosa06501	oculocutaneous albinism II
Mcavernosa06495	Chitin binding Peritrophin-A domain
Mcavernosa06496	NA
Mcavernosa06497	protein kinase, cAMP-dependent, regulatory, type
Mcavernosa06502	kinase D-interacting substrate
Mcavernosa06503	La ribonucleoprotein domain family member
Mcavernosa06510	transcription factor
Mcavernosa06508	centrosomal protein 135kDa
Mcavernosa06511	transcription factor
Mcavernosa06512	t-box transcription factor
Mcavernosa06506	guanylate cyclase 1, soluble
Mcavernosa06504	guanylate cyclase 1, soluble
Mcavernosa06509	MAF-like protein
Mcavernosa06517	Prickle homolog
Mcavernosa06519	AMP-binding enzyme
Mcavernosa06513	to astacin family metalloendopeptidase FARM-1 Hydra magnipapillata 
Mcavernosa06520	Acyl-CoA synthetase family member 2
Mcavernosa06514	Meprin A
Mcavernosa06518	Acyl-CoA synthetase family member 2
Mcavernosa06529	Nuclear transcription factor, X-box
Mcavernosa06532	leucine rich repeat and Ig domain containing
Mcavernosa06524	ribosomal protein s3
Mcavernosa06531	family with sequence similarity 47, member E
Mcavernosa06522	ClpB caseinolytic peptidase B homolog (E. coli)
Mcavernosa06526	glutamate dehydrogenase
Mcavernosa06535	Acetylcholine Receptor
Mcavernosa06537	cholinergic receptor, nicotinic
Mcavernosa06536	cholinergic receptor, nicotinic
Mcavernosa06550	Ring finger protein
Mcavernosa06548	ribosomal protein l9
Mcavernosa06551	zinc finger, CCHC domain containing 10
Mcavernosa06552	Family with sequence similarity 160, member
Mcavernosa06544	NA
Mcavernosa06542	SET
Mcavernosa06547	Proton-coupled amino acid transporter
Mcavernosa06545	methyltransferase like 7A
Mcavernosa06546	methyltransferase like 7A
Mcavernosa06543	methyltransferase like 7A
Mcavernosa06560	Fibulin 2
Mcavernosa06553	methyltransferase like 7A
Mcavernosa06563	nudix (nucleoside diphosphate linked moiety X)-type motif 17
Mcavernosa06562	EGF-like-domain multiple
Mcavernosa06566	Meprin A
Mcavernosa06572	Meprin A
Mcavernosa06587	myosin light chain
Mcavernosa06586	fibroblast growth factor
Mcavernosa06568	Bone morphogenetic protein 1
Mcavernosa06580	Meprin A
Mcavernosa06573	Bone morphogenetic protein 1
Mcavernosa06574	cubilin (intrinsic factor-cobalamin receptor)
Mcavernosa06583	Meprin A
Mcavernosa06590	Metallo-beta-lactamase superfamily
Mcavernosa06584	centrin, EF-hand protein
Mcavernosa06582	Meprin A
Mcavernosa06571	Bone morphogenetic protein 1
Mcavernosa06576	Bone morphogenetic protein 1
Mcavernosa06596	FERM and PDZ domain containing
Mcavernosa06595	NA
Mcavernosa06597	Carbonic anhydrase
Mcavernosa06593	Gamma-aminobutyric acid (GABA) A receptor
Mcavernosa06598	GLI pathogenesis-related 2
Mcavernosa06600	GLI pathogenesis-related 2
Mcavernosa06602	GLI pathogenesis-related 2
Mcavernosa06601	GLI pathogenesis-related 2
Mcavernosa06608	NA
Mcavernosa06607	OCIA domain containing 1
Mcavernosa06612	protein tyrosine phosphatase receptor type
Mcavernosa06614	sidekick cell adhesion molecule 2
Mcavernosa06606	GLI pathogenesis-related 2
Mcavernosa06610	hyaluronan and proteoglycan link protein 1
Mcavernosa06617	recombination signal binding protein for immunoglobulin kappa J
Mcavernosa06616	sidekick cell adhesion molecule 2
Mcavernosa06615	down syndrome cell adhesion molecule
Mcavernosa06621	ATP-binding cassette, sub-family C (CFTR MRP), member
Mcavernosa06624	Carbohydrate (Keratan sulfate Gal-6) sulfotransferase 1
Mcavernosa06622	ATP-binding cassette, sub-family C (CFTR MRP), member
Mcavernosa06623	ATP-binding cassette, sub-family C (CFTR MRP), member
Mcavernosa06629	NA
Mcavernosa06625	NA
Mcavernosa06619	ATP-binding cassette, sub-family C (CFTR MRP), member
Mcavernosa06630	NA
Mcavernosa06634	jumonji domain containing 6
Mcavernosa06632	Chimerin
Mcavernosa06638	ATP-binding cassette, sub-family C (CFTR MRP), member
Mcavernosa06637	ATP-binding cassette, sub-family C (CFTR MRP), member
Mcavernosa06633	Ubiquitin-conjugating enzyme E2T
Mcavernosa06641	kinesin family member 21B
Mcavernosa06644	Intersectin 1 (SH3 domain protein)
Mcavernosa06643	kinesin family member 21B
Mcavernosa06652	Dopey family member
Mcavernosa06645	Intersectin 1 (SH3 domain protein)
Mcavernosa06650	v-mos Moloney murine sarcoma viral oncogene homolog
Mcavernosa06646	transmembrane protein 117
Mcavernosa06647	transmembrane protein 117
Mcavernosa06653	NA
Mcavernosa06651	Protein kinase C and casein kinase substrate in neurons
Mcavernosa06648	ddb1 and cul4 associated factor
Mcavernosa06659	FGFR1 oncogene partner
Mcavernosa06664	FGFR1 oncogene partner
Mcavernosa06665	multiple EGF-like-domains
Mcavernosa06667	Zinc finger CCHC-type and RNA binding motif 1
Mcavernosa06670	Zinc finger CCHC-type and RNA binding motif 1
Mcavernosa06671	ATP-dependent RNA helicase
Mcavernosa06656	DNA mismatch repair protein
Mcavernosa06662	mutS homolog 2, colon cancer, nonpolyposis type 1 (E. coli)
Mcavernosa06657	mutS homolog 2, colon cancer, nonpolyposis type 1 (E. coli)
Mcavernosa06666	multiple EGF-like-domains
Mcavernosa06680	ubiquitin carboxyl-terminal hydrolase
Mcavernosa06682	Alkaline phosphatase
Mcavernosa06679	Hemimethylated DNA-binding protein YccV like
Mcavernosa06675	Alkaline phosphatase
Mcavernosa06681	Alkaline phosphatase
Mcavernosa06678	NA
Mcavernosa06688	NA
Mcavernosa06691	Phosphodiesterase
Mcavernosa06689	Phosphodiesterase
Mcavernosa06683	chitin synthase
Mcavernosa06685	Alkaline phosphatase
Mcavernosa06686	Inhibitor of Bruton agammaglobulinemia tyrosine kinase
Mcavernosa06700	TRAF-type zinc finger
Mcavernosa06699	GPNloop GTPase 2
Mcavernosa06708	adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing
Mcavernosa06707	adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing
Mcavernosa06705	LanC lantibiotic synthetase component C-like
Mcavernosa06709	Gamma-aminobutyric acid (GABA) B receptor
Mcavernosa06712	Tachykinin receptor
Mcavernosa06702	Kinesin family member
Mcavernosa06710	Gamma-aminobutyric acid (GABA) B receptor
Mcavernosa06713	Tachykinin receptor
Mcavernosa06722	amide hydrolase
Mcavernosa06724	Sestrin 1
Mcavernosa06721	Ribosomal protein S6 kinase, 90kDa, polypeptide
Mcavernosa06716	vacuolar protein
Mcavernosa06725	sex comb on
Mcavernosa06715	Gamma-aminobutyric acid (GABA) B receptor
Mcavernosa06734	DNA polymerase
Mcavernosa06735	organic solute carrier partner 1
Mcavernosa06731	Inherit from opiNOG: Pfam:DNA_pol_B_exo
Mcavernosa06730	forkhead box
Mcavernosa06738	Acyltransferase
Mcavernosa06743	Splicing factor proline
Mcavernosa06742	Splicing factor proline
Mcavernosa06748	NA
Mcavernosa06737	Zinc finger protein 192
Mcavernosa06741	UTP14, U3 small nucleolar ribonucleoprotein, homolog
Mcavernosa06739	UTP14, U3 small nucleolar ribonucleoprotein, homolog
Mcavernosa06753	Tudor domain containing
Mcavernosa06755	peptidylprolyl cistrans
Mcavernosa06751	RING
Mcavernosa06749	chromatin assembly factor 1 subunit
Mcavernosa06756	Kinetochore protein ndc80
Mcavernosa06760	collagen, type
Mcavernosa06757	Component of the cytosolic iron-sulfur (Fe S) protein assembly (CIA) machinery. Required for maturation of extramitochondrial Fe-S proteins. The NBP35-CFD1 heterotetramer forms a Fe-S scaffold complex, mediating the de novo assembly of an Fe-S cluster and its transfer to target apoproteins
